#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
TRINITY_DN1779_c0_g1_i8	1	3308	739	2298	69.468	32.6901	38.1	255
TRINITY_DN1720_c0_g1_i2	1	3327	847	2640	79.3508	37.1716	38	255
TRINITY_DN7336_c0_g1_i4	1	1345	151	669	49.7398	16.6595	37.9	255
TRINITY_DN7396_c0_g1_i5	1	496	76	491	98.9919	21.8589	37.6	255
TRINITY_DN7383_c0_g1_i1	1	1450	711	1450	100	72.62	38.3	255
TRINITY_DN33607_c0_g1_i2	1	1887	861	1797	95.2305	48.9454	36.9	255
TRINITY_DN6952_c0_g1_i3	1	2306	262	1830	79.3582	16.4579	38	255
TRINITY_DN6907_c0_g2_i2	1	1668	125	479	28.717	10.4341	38.2	255
TRINITY_DN6963_c0_g1_i4	1	3496	723	2715	77.6602	30.212	37.8	255
TRINITY_DN1547_c0_g1_i3	1	2158	175	986	45.6905	11.1038	36.7	255
TRINITY_DN1528_c0_g1_i5	1	2667	263	1640	61.4923	11.1834	37.6	0
TRINITY_DN1528_c0_g1_i12	1	2749	324	1803	65.5875	14.1142	37.7	27.5
TRINITY_DN1553_c0_g1_i1	1	4311	790	2394	55.5324	26.7636	38.1	255
TRINITY_DN1520_c1_g1_i9	1	5387	697	2986	55.4297	12.0575	37.4	134
TRINITY_DN1520_c1_g1_i10	1	5372	330	2022	37.6396	4.04375	37.3	16.2
TRINITY_DN1549_c0_g1_i6	1	2668	190	1124	42.1289	10.4524	38.2	255
TRINITY_DN1529_c0_g1_i9	1	983	10	242	24.6185	1.30315	36.7	255
TRINITY_DN1574_c0_g1_i5	1	2046	161	927	45.3079	11.4374	37.8	149
TRINITY_DN1574_c0_g1_i1	1	1435	93	544	37.9094	9.56167	37.7	228
TRINITY_DN4102_c1_g1_i2	1	3821	7443	3817	99.8953	287.095	38.2	255
TRINITY_DN4130_c0_g1_i5	1	2550	11	183	7.17647	0.191765	37.4	0
TRINITY_DN4130_c0_g1_i2	1	3424	34	785	22.9264	1.12967	36.4	172
TRINITY_DN4114_c0_g1_i10	1	7933	2278	7623	96.0923	42.1685	38.2	255
TRINITY_DN4168_c0_g1_i5	1	2152	270	1414	65.7063	18.2779	37.9	255
TRINITY_DN6279_c0_g1_i1	1	3181	1296	2959	93.0211	58.9576	38.1	255
TRINITY_DN6260_c0_g1_i1	1	471	96	430	91.2951	30.38	38	255
TRINITY_DN8757_c0_g1_i2	1	1648	464	780	47.3301	17.0947	35.7	191
TRINITY_DN5508_c0_g1_i3	1	1221	521	914	74.8567	63.1466	38.2	255
TRINITY_DN5519_c0_g1_i4	1	1841	171	1622	88.1043	13.1678	38.1	255
TRINITY_DN2899_c0_g3_i1	1	1425	322	1059	74.3158	21.0772	37.6	173
TRINITY_DN2803_c0_g1_i3	1	3329	453	1759	52.8387	20.0394	38.1	255
TRINITY_DN2825_c1_g1_i1	1	3193	137	822	25.7438	6.15816	37.8	255
TRINITY_DN2889_c1_g1_i1	1	1610	23	585	36.3354	1.86025	36.6	255
TRINITY_DN4864_c0_g1_i3	1	1701	196	641	37.6837	16.5238	38	251
TRINITY_DN4884_c0_g1_i2	1	860	49	745	86.6279	8.28256	37.6	255
TRINITY_DN4803_c0_g1_i1	1	2108	134	666	31.5939	9.41509	38.4	255
TRINITY_DN4807_c0_g1_i1	1	1679	4	107	6.37284	0.0696843	24.9	255
TRINITY_DN4805_c0_g1_i11	1	1081	1	30	2.77521	0.0277521	24.1	255
TRINITY_DN12582_c0_g1_i8	1	1252	160	585	46.7252	18.7843	38.1	255
TRINITY_DN7766_c0_g1_i2	1	2356	33	172	7.30051	0.371392	30.7	124
TRINITY_DN7774_c0_g1_i12	1	4101	357	2232	54.4257	12.5374	37.9	255
TRINITY_DN2071_c0_g1_i6	1	12316	420	5878	47.7265	4.81958	38.1	32.2
TRINITY_DN2071_c0_g1_i7	1	12796	409	6084	47.5461	4.50508	37.7	0
TRINITY_DN2071_c0_g1_i2	1	12775	570	6195	48.4932	6.43781	37.8	63.1
TRINITY_DN2081_c0_g1_i6	1	2992	360	1593	53.242	17.8914	38.2	0
TRINITY_DN2081_c0_g1_i3	1	3087	406	1928	62.4555	19.4419	38.4	44
TRINITY_DN2066_c0_g1_i1	1	2530	788	1828	72.253	45.7099	38.1	255
TRINITY_DN2094_c0_g2_i3	1	973	1	89	9.14697	0.0914697	36.4	255
TRINITY_DN2000_c0_g1_i2	1	1117	151	623	55.7744	19.5837	37.4	255
TRINITY_DN2084_c0_g1_i1	1	2646	645	2197	83.031	35.8492	38.2	255
TRINITY_DN2076_c0_g1_i3	1	1053	109	670	63.6277	14.7493	38.3	255
TRINITY_DN2077_c0_g1_i4	1	2211	78	922	41.7006	5.05699	37.6	255
TRINITY_DN2058_c0_g1_i1	1	4615	233	1104	23.922	7.34778	38	255
TRINITY_DN1057_c0_g1_i8	1	2630	428	1975	75.0951	23.9856	37.9	192
TRINITY_DN1057_c0_g1_i14	1	2471	110	1376	55.686	6.36058	37.5	2.32
TRINITY_DN1061_c1_g2_i4	1	5464	1718	1485	27.1779	13.136	36.4	134
TRINITY_DN1090_c0_g1_i11	1	2558	270	1296	50.6646	7.59343	37.2	205
TRINITY_DN1009_c0_g1_i3	1	2229	727	1609	72.1848	48.1732	38	255
TRINITY_DN1015_c0_g1_i6	1	4665	574	2499	53.5691	17.8977	38	255
TRINITY_DN1065_c1_g1_i5	1	5089	1134	4414	86.7361	32.5518	37.9	255
TRINITY_DN1007_c3_g1_i3	1	504	102	435	86.3095	28.3889	37.4	255
TRINITY_DN1007_c1_g1_i2	1	4344	2947	1668	38.3978	24.4648	35.2	99.6
TRINITY_DN49399_c0_g1_i1	1	1219	14	184	15.0943	0.40525	34.3	219
TRINITY_DN16520_c0_g1_i2	1	3223	275	1844	57.2138	12.5709	37.9	255
TRINITY_DN16501_c0_g1_i2	1	2140	116	431	20.1402	3.40748	34.3	255
TRINITY_DN26381_c0_g2_i6	1	5199	776	2652	51.0098	21.9009	38.1	255
TRINITY_DN2767_c1_g1_i8	1	6672	1083	3308	49.5803	22.601	37.7	251
TRINITY_DN2767_c0_g1_i1	1	3392	672	2659	78.3903	28.5593	37.9	255
TRINITY_DN2761_c0_g1_i1	1	1947	136	887	45.5573	9.54956	37.4	251
TRINITY_DN2725_c0_g1_i1	1	850	194	615	72.3529	33.7671	38.3	255
TRINITY_DN2715_c0_g1_i3	1	2223	535	1424	64.0576	35.1916	38.3	255
TRINITY_DN2774_c0_g1_i14	1	2228	730	1768	79.3537	48.3182	38	255
TRINITY_DN2776_c0_g1_i2	1	1315	201	1244	94.6008	22.3103	38.3	255
TRINITY_DN2726_c0_g1_i15	1	5869	955	3541	60.334	23.9796	37.9	255
TRINITY_DN2721_c0_g1_i2	1	633	82	489	77.2512	19.2749	38.2	255
TRINITY_DN12394_c0_g2_i2	1	543	341	539	99.2634	50.337	36.3	248
TRINITY_DN19808_c0_g1_i2	1	2487	1047	2469	99.2762	62.1922	38.1	255
TRINITY_DN5401_c0_g1_i1	1	3571	271	1291	36.1523	9.88491	37.8	243
TRINITY_DN19130_c0_g1_i2	1	2293	981	1571	68.5129	38.2538	37.1	252
TRINITY_DN2321_c0_g1_i6	1	1156	845	578	50	108.484	38.4	255
TRINITY_DN2316_c0_g1_i6	1	3623	401	2050	56.5829	15.9453	37.7	78.9
TRINITY_DN2316_c0_g1_i8	1	3163	239	1702	53.8097	11.1211	38	0
TRINITY_DN2311_c0_g1_i13	1	7597	693	3983	52.4286	13.0399	37.9	255
TRINITY_DN2315_c0_g1_i1	1	2153	1017	1843	85.6015	69.4909	38.2	255
TRINITY_DN2365_c1_g1_i1	1	1995	228	1135	56.8922	16.4952	37.7	255
TRINITY_DN2353_c0_g1_i2	1	5489	152	1204	21.9348	3.08162	38.1	116
TRINITY_DN2353_c0_g1_i13	1	3385	59	871	25.7312	2.51433	38.2	0
TRINITY_DN5837_c0_g1_i2	1	3143	884	2279	72.5103	41.4069	38.2	255
TRINITY_DN5814_c0_g1_i10	1	4216	870	3223	76.4469	30.1988	38	255
TRINITY_DN5895_c0_g1_i2	1	1848	257	1115	60.3355	20.6261	38.4	255
TRINITY_DN961_c0_g1_i9	1	868	91	475	54.7235	15.0899	37	255
TRINITY_DN994_c0_g1_i1	1	1559	128	992	63.6305	11.9949	38.4	255
TRINITY_DN924_c0_g2_i4	1	2612	237	842	32.2358	12.8779	36.9	255
TRINITY_DN670_c0_g1_i16	1	3233	192	2948	91.1847	8.75317	37.9	57.1
TRINITY_DN670_c0_g1_i17	1	5080	920	4764	93.7795	26.5337	38	196
TRINITY_DN657_c5_g1_i4	1	2219	134	717	32.3119	8.58089	37.4	255
TRINITY_DN661_c1_g1_i5	1	2592	210	1743	67.2454	11.5177	37.7	255
TRINITY_DN644_c0_g1_i25	1	5120	1786	4687	91.543	51.1035	38.3	255
TRINITY_DN609_c0_g1_i3	1	1493	72	901	60.3483	7.08305	38.2	0
TRINITY_DN609_c0_g1_i9	1	1494	85	974	65.1941	8.38822	37.9	66
TRINITY_DN601_c0_g1_i4	1	8870	1059	5187	58.478	17.2897	38	255
TRINITY_DN611_c0_g1_i3	1	4909	1110	4458	90.8128	31.3325	37.9	252
TRINITY_DN610_c0_g1_i6	1	5460	457	3038	55.641	12.08	37.9	3.35
TRINITY_DN610_c0_g1_i14	1	5084	486	3070	60.3855	13.8529	38	22.6
TRINITY_DN669_c0_g1_i6	1	5747	85	1470	25.5786	2.02941	37.2	198
TRINITY_DN669_c0_g1_i7	1	10270	491	4623	45.0146	6.95959	38.1	239
TRINITY_DN669_c0_g1_i2	1	4905	46	961	19.5923	1.33863	38.2	133
TRINITY_DN2681_c0_g1_i2	1	1895	485	1484	78.3113	37.9689	38.5	255
TRINITY_DN2681_c0_g2_i1	1	869	40	427	49.1369	6.26582	38	255
TRINITY_DN2668_c0_g1_i2	1	3678	430	1772	48.1784	17.196	37.8	255
TRINITY_DN2601_c0_g1_i8	1	1990	151	1187	59.6482	10.8859	36.9	255
TRINITY_DN2627_c0_g1_i1	1	734	72	530	72.2071	14.0054	37.2	251
TRINITY_DN2699_c0_g2_i4	1	2409	300	1611	66.8742	17.8547	38.1	255
TRINITY_DN2617_c0_g1_i3	1	2899	69	1500	51.742	3.36633	37.6	255
TRINITY_DN2693_c0_g1_i2	1	2566	81	599	23.3437	1.88971	36.6	170
TRINITY_DN2653_c0_g3_i15	1	6775	3404	6336	93.5203	73.4162	38.1	1.05
TRINITY_DN2653_c0_g3_i20	1	9049	6869	8581	94.8282	111.562	38	129
TRINITY_DN8534_c0_g1_i3	1	2543	181	866	34.0543	10.3704	38.3	255
TRINITY_DN2905_c0_g1_i6	1	3904	482	3167	81.1219	17.9147	38.2	36
TRINITY_DN2905_c0_g1_i8	1	3648	745	3200	87.7193	21.267	37.8	39.7
TRINITY_DN2929_c0_g1_i15	1	2253	468	1519	67.4212	30.4594	37.9	254
TRINITY_DN2912_c0_g1_i1	1	521	30	364	69.8656	8.44146	37.7	255
TRINITY_DN2945_c0_g1_i6	1	944	43	332	35.1695	6.77436	38.3	249
TRINITY_DN2910_c0_g1_i10	1	9486	2095	6013	63.3882	30.2045	38.1	239
TRINITY_DN2915_c0_g1_i2	1	1140	34	541	47.4561	4.09035	38.4	255
TRINITY_DN2934_c0_g1_i4	1	2964	463	1770	59.7166	22.8853	38	255
TRINITY_DN2939_c0_g1_i1	1	645	29	388	60.155	6.71473	38.4	255
TRINITY_DN2917_c0_g1_i6	1	3881	109	1096	28.2401	2.22932	36.5	21.1
TRINITY_DN2917_c0_g1_i2	1	3878	101	957	24.6777	2.05776	36.1	0
TRINITY_DN2926_c0_g1_i8	1	3894	461	2469	63.4052	17.3205	38.1	255
TRINITY_DN867_c0_g1_i12	1	3226	442	1993	61.7793	19.7083	37.8	255
TRINITY_DN807_c0_g1_i1	1	4687	44	364	7.76616	0.643695	36.9	209
TRINITY_DN823_c0_g1_i2	1	491	86	287	58.4521	24.8452	38.9	255
TRINITY_DN881_c0_g1_i4	1	737	15	199	27.0014	2.90231	37.8	255
TRINITY_DN881_c0_g1_i1	1	954	116	453	47.4843	13.4057	37.3	255
TRINITY_DN839_c2_g1_i3	1	3121	257	1510	48.3819	11.745	38.2	254
TRINITY_DN862_c0_g1_i7	1	3914	177	1573	40.1891	6.68089	38.2	23.1
TRINITY_DN862_c0_g1_i1	1	5220	379	2655	50.8621	10.6707	38.2	138
TRINITY_DN6106_c0_g1_i3	1	2520	195	863	34.246	11.2286	37.9	255
TRINITY_DN6169_c0_g1_i1	1	1353	25	528	39.0244	2.51885	38.9	255
TRINITY_DN6144_c0_g1_i5	1	1111	58	827	74.4374	7.64266	37.7	255
TRINITY_DN6100_c0_g1_i1	1	5209	163	1302	24.9952	3.75581	37.8	40.7
TRINITY_DN6100_c0_g1_i2	1	4525	118	1330	29.3923	3.64773	37.9	0
TRINITY_DN23313_c0_g1_i9	1	1589	119	631	39.7105	10.4254	37.7	255
TRINITY_DN8662_c0_g1_i1	1	289	76	287	99.308	38.4983	38	255
TRINITY_DN6008_c0_g1_i3	1	2292	51	791	34.5113	3.08857	36.8	255
TRINITY_DN6041_c0_g2_i3	1	2782	69	613	22.0345	3.52444	37.4	255
TRINITY_DN6664_c0_g1_i8	1	2381	263	1201	50.441	15.7031	37.2	255
TRINITY_DN6618_c0_g1_i2	1	1875	533	1387	73.9733	33.3051	37.6	201
TRINITY_DN6640_c0_g1_i1	1	664	127	628	94.5783	27.8901	38.1	255
TRINITY_DN5043_c0_g1_i7	1	2056	272	1386	67.4125	19.1926	37.3	255
TRINITY_DN5059_c0_g1_i1	1	861	2	45	5.22648	0.0522648	29.3	255
TRINITY_DN11553_c0_g1_i1	1	1290	54	343	26.5891	3.30465	35.2	241
TRINITY_DN35695_c0_g3_i2	1	594	268	355	59.7643	66.5774	38.4	255
TRINITY_DN3746_c0_g1_i4	1	763	19	403	52.8178	3.35911	37.6	26.8
TRINITY_DN3746_c0_g1_i5	1	772	43	412	53.3679	8.18782	37	148
TRINITY_DN3746_c0_g1_i3	1	761	122	664	87.2536	23.728	38.2	238
TRINITY_DN3743_c0_g1_i3	1	929	106	396	42.6265	16.1776	37.7	255
TRINITY_DN3774_c0_g1_i2	1	1493	47	622	41.6611	3.70864	37.7	239
TRINITY_DN3755_c0_g1_i4	1	1511	55	891	58.9676	4.28061	35.8	255
TRINITY_DN3770_c0_g1_i4	1	1960	851	1672	85.3061	63.3056	38.1	247
TRINITY_DN3772_c1_g1_i4	1	1293	1301	725	56.0712	38.2312	36.5	66.4
TRINITY_DN27525_c0_g2_i3	1	1864	705	1815	97.3712	55.4678	38	255
TRINITY_DN10081_c0_g1_i2	1	2099	697	2043	97.3321	48.3916	37.9	255
TRINITY_DN9811_c0_g1_i12	1	3735	1433	3042	81.4458	56.4332	38.3	255
TRINITY_DN184_c0_g1_i4	1	2777	634	2017	72.6323	32.9251	37.7	255
TRINITY_DN106_c1_g1_i1	1	4523	287	1055	23.3252	8.12249	38.3	235
TRINITY_DN106_c0_g1_i5	1	4264	175	1079	25.3049	5.74648	38.2	0
TRINITY_DN106_c0_g1_i2	1	3992	153	1391	34.8447	5.28332	37.6	5
TRINITY_DN140_c1_g1_i8	1	11459	609	3880	33.8598	7.42115	37.8	255
TRINITY_DN140_c0_g1_i5	1	6400	460	3021	47.2031	10.378	37.8	113
TRINITY_DN140_c0_g1_i2	1	6349	248	2675	42.1326	5.44401	37.6	0
TRINITY_DN120_c1_g1_i1	1	1793	28	324	18.0703	2.22588	38.1	255
TRINITY_DN166_c0_g2_i11	1	4020	185	917	22.8109	6.43557	37.8	255
TRINITY_DN176_c0_g1_i1	1	3264	394	2021	61.9179	17.3441	37.6	255
TRINITY_DN145_c0_g1_i2	1	1466	434	1233	84.1064	43.3799	38.1	255
TRINITY_DN111_c0_g1_i7	1	1052	249	705	67.0152	34.5646	38.2	232
TRINITY_DN111_c0_g1_i1	1	1014	32	246	24.2604	4.57594	38.2	0
TRINITY_DN30005_c0_g1_i2	1	1761	667	1582	89.8353	55.6792	38.2	255
TRINITY_DN6728_c0_g1_i1	1	2031	97	857	42.196	6.58001	38.1	250
TRINITY_DN6770_c0_g1_i9	1	1644	287	1401	85.219	19.1101	37.5	255
TRINITY_DN39339_c3_g1_i2	1	1717	2	41	2.38789	0.0238789	32.1	255
TRINITY_DN1336_c0_g1_i6	1	2312	17	264	11.4187	0.429066	35.1	0
TRINITY_DN1336_c0_g1_i2	1	2303	27	352	15.2844	0.775076	36.2	9.44
TRINITY_DN1363_c0_g3_i3	1	2719	386	1908	70.1729	20.6392	37.8	255
TRINITY_DN1304_c0_g1_i13	1	6767	69	928	13.7136	1.45323	38.1	255
TRINITY_DN1348_c0_g1_i10	1	2779	1012	2059	74.0914	43.5448	37.3	249
TRINITY_DN1355_c0_g1_i1	1	2074	271	1219	58.7753	18.9479	38	255
TRINITY_DN1379_c0_g1_i1	1	1547	600	1311	84.7447	57.5029	38.1	255
TRINITY_DN1368_c1_g1_i4	1	4356	265	2073	47.5895	8.6568	37.8	255
TRINITY_DN1333_c0_g1_i2	1	1875	214	997	53.1733	10.6117	37.7	126
TRINITY_DN1317_c0_g1_i2	1	1739	6540	1041	59.862	131.721	35.6	44.1
TRINITY_DN1354_c0_g1_i2	1	2469	756	1862	75.4151	45.1365	38.2	255
TRINITY_DN1396_c0_g1_i2	1	1431	48	414	28.9308	4.78546	38	255
TRINITY_DN1324_c8_g1_i1	1	3065	221	1511	49.2985	9.67243	37.7	252
TRINITY_DN1302_c0_g1_i6	1	2263	907	2116	93.5042	58.9297	38.2	255
TRINITY_DN1362_c0_g1_i1	1	1707	467	1284	75.2197	39.8746	37.7	255
TRINITY_DN12139_c0_g1_i2	1	2807	755	1876	66.8329	37.6149	37.9	255
TRINITY_DN3496_c3_g1_i1	1	3620	573	1901	52.5138	13.661	37.8	34.7
TRINITY_DN3496_c3_g1_i4	1	3614	594	1881	52.0476	16.5479	37.6	43.8
TRINITY_DN3414_c0_g4_i1	1	408	384	405	99.2647	67.0196	36.8	255
TRINITY_DN3484_c0_g1_i6	1	1642	148	918	55.9074	13.1742	38.2	255
TRINITY_DN3421_c0_g1_i4	1	1976	187	1419	71.8117	13.7298	38	117
TRINITY_DN3421_c0_g1_i2	1	2941	137	1624	55.2193	6.63142	37.9	93.1
TRINITY_DN3977_c0_g1_i2	1	1307	129	694	53.0987	14.0321	37.5	255
TRINITY_DN13311_c0_g1_i10	1	6789	129149	6728	99.1015	2811.17	38.2	255
TRINITY_DN9743_c0_g1_i1	1	1886	80	613	32.5027	5.0122	37.4	255
TRINITY_DN17175_c0_g1_i8	1	2348	140	779	33.1772	6.1546	37.6	224
TRINITY_DN12910_c0_g1_i3	1	1548	1	41	2.64858	0.0264858	31.2	255
TRINITY_DN9429_c0_g1_i2	1	2322	555	1300	55.9862	22.8876	37.5	239
TRINITY_DN20545_c0_g1_i7	1	679	73	245	36.0825	15.9838	38.2	255
TRINITY_DN6326_c0_g1_i1	1	2264	186	1330	58.7456	10.144	37.5	247
TRINITY_DN6387_c0_g1_i2	1	1360	23	218	16.0294	2.18676	37.2	255
TRINITY_DN5133_c0_g1_i2	1	1392	162	1069	76.796	16.3412	38.2	255
TRINITY_DN5330_c0_g1_i1	1	3251	122	1375	42.2947	5.45494	38.4	253
TRINITY_DN5318_c0_g1_i2	1	8877	1803	5954	67.0722	29.5425	37.9	255
TRINITY_DN5317_c0_g1_i5	1	3725	204	1675	44.9664	7.72107	37.4	255
TRINITY_DN5333_c0_g1_i5	1	7753	1063	3844	49.5808	19.9204	38	254
TRINITY_DN5394_c0_g1_i5	1	3121	275	1319	42.2621	12.7039	37.7	255
TRINITY_DN700_c2_g1_i2	1	6956	3266	6779	97.4554	69.0647	38	255
TRINITY_DN724_c0_g1_i3	1	1008	427	807	80.0595	62.1964	38	254
TRINITY_DN705_c0_g1_i1	1	2244	219	1458	64.9733	8.93895	37.6	177
TRINITY_DN785_c3_g1_i3	1	3364	814	2320	68.9655	22.8068	37.3	204
TRINITY_DN784_c0_g1_i4	1	3233	448	1777	54.9644	20.343	38.3	255
TRINITY_DN749_c0_g1_i1	1	5650	38	702	12.4248	0.66531	37.3	26.8
TRINITY_DN749_c0_g1_i9	1	4702	27	706	15.0149	0.670778	35.7	0
TRINITY_DN711_c1_g1_i3	1	2255	15	359	15.9202	0.819956	36.2	255
