#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
TRINITY_DN3393_c0_g1_i2	1	406	2	100	24.6305	0.381773	38.5	255
TRINITY_DN3367_c0_g1_i1	1	2257	174	1637	72.5299	6.19982	37.3	48.4
TRINITY_DN3367_c0_g1_i3	1	2260	194	1556	68.8496	7.12832	37.2	44.7
TRINITY_DN3368_c0_g1_i5	1	2291	257	1492	65.1244	10.4483	36.7	125
TRINITY_DN3368_c0_g1_i3	1	2163	293	1071	49.5146	12.7027	36.7	164
TRINITY_DN3322_c0_g1_i6	1	3037	518	2127	70.0362	15.8011	37	250
TRINITY_DN1839_c0_g1_i9	1	9946	1984	5923	59.5516	19.1875	37.1	255
TRINITY_DN1848_c0_g1_i5	1	2482	546	1887	76.0274	20.9879	37	246
TRINITY_DN1814_c0_g1_i1	1	2354	305	1463	62.1495	12.2477	36.9	55.2
TRINITY_DN1814_c0_g1_i2	1	1714	319	1290	75.2625	17.7229	37	71.1
TRINITY_DN1806_c2_g1_i10	1	8585	2892	6337	73.8148	32.4897	36.7	255
TRINITY_DN1815_c0_g1_i17	1	1837	61	980	53.3478	2.95482	37.3	238
TRINITY_DN1813_c0_g1_i5	1	5935	550	3060	51.5586	8.76917	36.9	255
TRINITY_DN1890_c0_g1_i5	1	5071	566	2588	51.0353	10.5139	37	155
TRINITY_DN1890_c0_g1_i3	1	3309	561	1804	54.518	16.2097	36.8	167
TRINITY_DN1863_c0_g1_i4	1	4137	523	2065	49.9154	12.2429	37	255
TRINITY_DN5262_c0_g2_i4	1	943	2	185	19.6182	0.196182	36.4	255
TRINITY_DN5243_c0_g1_i5	1	7576	1014	3290	43.4266	7.47835	36.3	20.1
TRINITY_DN5243_c0_g1_i6	1	2621	97	1264	48.2259	3.46776	36.9	23.7
TRINITY_DN5243_c0_g1_i7	1	7569	967	3085	40.7584	6.76073	36.3	3.69
TRINITY_DN5265_c0_g1_i7	1	5967	967	4998	83.7607	15.5534	37.1	7.12
TRINITY_DN5265_c0_g1_i11	1	5888	1419	4281	72.7072	17.6165	36.8	19.6
TRINITY_DN5225_c0_g1_i5	1	5106	1495	3440	67.3717	27.7564	36.6	255
TRINITY_DN6813_c0_g1_i6	1	1112	370	969	87.1403	32.4757	37.1	139
TRINITY_DN6813_c0_g1_i3	1	1412	243	953	67.4929	16.7344	37.4	85
TRINITY_DN439_c0_g1_i4	1	5549	535	3110	56.0461	9.10723	37	75.8
TRINITY_DN439_c0_g1_i2	1	3784	607	2447	64.667	15.1818	36.8	97.9
TRINITY_DN468_c0_g1_i3	1	1210	289	962	79.5041	23.4091	37.4	234
TRINITY_DN468_c0_g2_i2	1	3208	408	1592	49.6259	12.1047	37.2	250
TRINITY_DN437_c0_g1_i8	1	907	11	175	19.2944	0.993385	37.3	255
TRINITY_DN471_c0_g1_i3	1	3340	313	2640	79.0419	8.96138	37.4	255
TRINITY_DN447_c0_g1_i8	1	2231	447	1417	63.5141	19.3048	37.6	251
TRINITY_DN428_c0_g1_i6	1	1916	94	1077	56.2109	4.72495	37.4	255
TRINITY_DN438_c0_g1_i4	1	716	118	534	74.581	16.412	37.3	255
TRINITY_DN478_c0_g1_i6	1	1267	209	431	34.0174	7.55801	37	135
TRINITY_DN411_c0_g1_i2	1	2629	668	1778	67.6303	23.7406	36.6	250
TRINITY_DN489_c0_g1_i3	1	962	73	252	26.1954	2.24532	36.2	129
TRINITY_DN405_c0_g1_i3	1	2657	317	1708	64.283	11.4859	37.3	255
TRINITY_DN430_c2_g1_i5	1	3497	1610	2739	78.3243	44.1939	36.5	255
TRINITY_DN408_c1_g1_i6	1	3342	1227	2477	74.1173	20.2582	36.6	121
TRINITY_DN408_c1_g1_i1	1	2830	595	1780	62.8975	20.3643	36.8	140
TRINITY_DN445_c0_g1_i4	1	14537	3099	8512	58.554	20.5282	36.9	255
TRINITY_DN476_c1_g1_i2	1	1091	305	885	81.1182	25.3758	37.3	249
TRINITY_DN491_c0_g1_i2	1	2073	429	1781	85.9141	20.0241	37	255
TRINITY_DN404_c0_g1_i14	1	2086	572	1721	82.5024	25.1539	37.5	254
TRINITY_DN473_c0_g1_i3	1	2113	168	1145	54.1884	7.53431	37.6	255
TRINITY_DN49550_c0_g1_i3	1	1359	279	1215	89.404	20.067	37.3	255
TRINITY_DN3199_c0_g1_i2	1	2492	608	1257	50.4414	17.1517	36.5	169
TRINITY_DN3150_c1_g1_i8	1	4917	1310	3763	76.5304	25.4407	36.7	255
TRINITY_DN3148_c0_g1_i5	1	2815	759	2151	76.4121	26.1858	37.2	255
TRINITY_DN3192_c0_g3_i2	1	2655	224	1307	49.2279	7.90169	37	255
TRINITY_DN3137_c0_g1_i1	1	523	91	490	93.6902	16.9866	37.3	255
TRINITY_DN10156_c0_g1_i1	1	416	51	204	49.0385	12.149	36.8	255
TRINITY_DN11704_c0_g1_i3	1	3357	135	1759	52.398	3.92166	37.8	255
TRINITY_DN11745_c0_g1_i6	1	4042	1008	3650	90.3018	24.1722	37.1	253
TRINITY_DN1701_c0_g1_i1	1	2229	504	1666	74.742	22.201	37	121
TRINITY_DN1701_c0_g1_i3	1	3241	329	2470	76.211	9.91237	37.2	46.5
TRINITY_DN1772_c0_g1_i1	1	2895	417	1658	57.2712	13.8953	37.2	255
TRINITY_DN1794_c0_g1_i2	1	1317	539	1262	95.8238	39.7335	36.9	255
TRINITY_DN1783_c0_g1_i10	1	746	209	741	99.3298	23.8552	36.4	255
TRINITY_DN1779_c0_g1_i8	1	3308	1377	2542	76.844	40.4235	37.2	255
TRINITY_DN1720_c0_g1_i2	1	3327	1691	2953	88.7586	49.3514	36.7	255
TRINITY_DN7336_c0_g1_i4	1	1345	202	1023	76.0595	14.7517	37.4	255
TRINITY_DN7396_c0_g1_i5	1	496	104	486	97.9839	20.7137	37.3	255
TRINITY_DN7383_c0_g1_i1	1	1450	842	1449	99.931	57.1241	37.6	255
TRINITY_DN33607_c0_g1_i2	1	1887	915	1788	94.7536	38.3365	37.4	255
TRINITY_DN6952_c0_g1_i3	1	2306	627	1738	75.3686	26.4224	37.1	255
TRINITY_DN6907_c0_g2_i2	1	1668	155	567	33.9928	9.16427	37.6	255
TRINITY_DN6963_c0_g1_i4	1	3496	1184	3036	86.8421	33.0635	37.1	255
TRINITY_DN1547_c0_g1_i3	1	2158	66	930	43.0955	2.93559	37	255
TRINITY_DN1528_c0_g1_i5	1	2667	175	1675	62.8046	4.95463	37.4	0
TRINITY_DN1528_c0_g1_i12	1	2749	152	1552	56.4569	4.27028	37.5	11.7
TRINITY_DN1553_c0_g1_i1	1	4311	327	2945	68.3136	7.45372	37.8	255
TRINITY_DN1520_c1_g1_i9	1	5387	637	3183	59.0867	9.66178	36.9	103
TRINITY_DN1520_c1_g1_i10	1	5372	551	2286	42.554	8.52141	36.8	97.2
TRINITY_DN1549_c0_g1_i6	1	2668	520	1853	69.4528	18.759	36.9	255
TRINITY_DN1567_c0_g1_i3	1	1455	370	1227	84.3299	24.3595	37.1	255
TRINITY_DN1529_c0_g1_i9	1	983	63	291	29.6033	6.30112	37.3	255
TRINITY_DN1574_c0_g1_i5	1	2046	233	1293	63.1965	10.9717	37	21.9
TRINITY_DN1574_c0_g1_i1	1	1435	450	1026	71.4983	30.6307	36.8	153
TRINITY_DN4102_c1_g1_i2	1	3821	9899	3820	99.9738	252.504	37.3	255
TRINITY_DN4130_c0_g1_i5	1	2550	242	1655	64.902	8.90588	36.8	22.1
TRINITY_DN4130_c0_g1_i2	1	3424	208	1870	54.6145	5.62208	36.5	13.5
TRINITY_DN4114_c0_g1_i10	1	7933	3117	7543	95.0838	38.3323	37.3	255
TRINITY_DN4168_c0_g1_i5	1	2152	971	2123	98.6524	43.8058	37	255
TRINITY_DN6279_c0_g1_i1	1	3181	1536	3151	99.0569	46.8711	37.1	255
TRINITY_DN6260_c0_g1_i1	1	471	69	366	77.707	14.2335	37.3	255
TRINITY_DN8757_c0_g1_i2	1	1648	805	699	42.415	20.0188	36.4	221
TRINITY_DN5508_c0_g1_i3	1	1221	447	1121	91.81	36.1327	37.6	255
TRINITY_DN5519_c0_g1_i4	1	1841	358	1589	86.3118	19.0603	37.5	255
TRINITY_DN2899_c0_g3_i1	1	1425	390	1212	85.0526	22.4196	36.8	223
TRINITY_DN2803_c0_g1_i3	1	3329	580	2526	75.8786	17.1397	37.2	255
TRINITY_DN2825_c1_g1_i1	1	3193	483	1977	61.9167	14.3714	37	255
TRINITY_DN2889_c1_g1_i1	1	1610	202	957	59.441	12.0845	37.6	255
TRINITY_DN4864_c0_g1_i3	1	1701	204	930	54.6737	11.2158	37.2	254
TRINITY_DN4884_c0_g1_i2	1	860	18	456	53.0233	2	36.9	255
TRINITY_DN4803_c0_g1_i1	1	2108	427	1278	60.6262	19.5636	37.1	253
TRINITY_DN4807_c0_g1_i1	1	1679	281	878	52.293	15.7564	36.4	255
TRINITY_DN4805_c0_g1_i11	1	1081	29	269	24.8844	2.57077	37.8	255
TRINITY_DN12582_c0_g1_i8	1	1252	247	1109	88.5783	19.2093	37	255
TRINITY_DN7766_c0_g1_i2	1	2356	115	943	40.0255	3.94694	36.5	235
TRINITY_DN7774_c0_g1_i12	1	4101	530	2736	66.7154	12.5006	37.1	255
TRINITY_DN2071_c0_g1_i6	1	12316	2491	9148	74.2774	19.2269	36.4	23.2
TRINITY_DN2071_c0_g1_i7	1	12796	2375	9447	73.8278	17.5479	36.4	0
TRINITY_DN2071_c0_g1_i2	1	12775	2407	9310	72.8767	17.8706	36.5	16.7
TRINITY_DN2081_c0_g1_i6	1	2992	510	2666	89.1043	16.8182	37.6	0
TRINITY_DN2081_c0_g1_i3	1	3087	580	2845	92.1607	18.5455	37.4	29
TRINITY_DN2066_c0_g1_i1	1	2530	1295	1903	75.2174	50.2036	37.4	255
TRINITY_DN2094_c0_g2_i3	1	973	38	643	66.0843	3.73484	37.8	255
TRINITY_DN2000_c0_g1_i2	1	1117	137	703	62.9364	11.9024	37.2	255
TRINITY_DN2084_c0_g1_i1	1	2646	724	2244	84.8073	26.4641	37.2	255
TRINITY_DN2076_c0_g1_i3	1	1053	251	749	71.1301	23.1016	37.4	255
TRINITY_DN2077_c0_g1_i4	1	2211	288	1433	64.8123	12.6549	37.4	255
TRINITY_DN2058_c0_g1_i1	1	4615	1181	3784	81.9935	24.9118	37.3	255
TRINITY_DN1057_c0_g1_i8	1	2630	611	2434	92.5475	22.697	37.1	85.6
TRINITY_DN1057_c0_g1_i14	1	2471	633	2178	88.1425	24.8778	36.9	92.7
TRINITY_DN1061_c1_g2_i4	1	5464	2413	4164	76.2079	24.0375	36.8	180
TRINITY_DN1090_c0_g1_i11	1	2558	435	2298	89.8358	12.9367	37	243
TRINITY_DN1009_c0_g1_i3	1	2229	755	1774	79.5873	32.8434	37.2	255
TRINITY_DN1015_c0_g1_i6	1	4665	1445	3738	80.1286	30.2322	37.3	255
TRINITY_DN1065_c1_g1_i5	1	5089	2168	4388	86.2252	41.5119	37.3	255
TRINITY_DN1007_c3_g1_i3	1	504	62	368	73.0159	11.8651	37.1	255
TRINITY_DN1007_c1_g1_i2	1	4344	2236	2912	67.035	28.5104	36.7	145
TRINITY_DN49399_c0_g1_i1	1	1219	111	1065	87.3667	8.34865	37.4	253
TRINITY_DN16520_c0_g1_i2	1	3223	804	1899	58.9203	24.1502	36.9	255
TRINITY_DN16501_c0_g1_i2	1	2140	367	925	43.2243	10.5547	36.3	255
TRINITY_DN26381_c0_g2_i6	1	5199	890	3267	62.839	16.6553	37.5	255
TRINITY_DN2767_c1_g1_i8	1	6672	596	4148	62.1703	8.09982	37.2	251
TRINITY_DN2767_c0_g1_i1	1	3392	914	3075	90.6545	26.0908	37	255
TRINITY_DN2761_c0_g1_i1	1	1947	533	1180	60.6061	26.0318	37	251
TRINITY_DN2725_c0_g1_i1	1	850	254	822	96.7059	29.5659	37.6	255
TRINITY_DN2715_c0_g1_i3	1	2223	904	1915	86.1448	39.323	37	255
TRINITY_DN2774_c0_g1_i14	1	2228	721	2115	94.9282	31.8052	37.7	255
TRINITY_DN2776_c0_g1_i2	1	1315	313	1198	91.1027	23.1894	37.3	255
TRINITY_DN2726_c0_g1_i15	1	5869	2737	5351	91.174	45.5268	37.2	255
TRINITY_DN2721_c0_g1_i2	1	633	109	496	78.357	16.7188	37.4	255
TRINITY_DN12394_c0_g2_i2	1	543	1338	541	99.6317	118.845	35.2	250
TRINITY_DN19808_c0_g1_i2	1	2487	1039	2466	99.1556	40.9654	37.5	255
TRINITY_DN5401_c0_g1_i1	1	3571	301	1723	48.2498	7.33632	37	236
TRINITY_DN19130_c0_g1_i2	1	2293	956	1862	81.2037	38.6524	37.5	255
TRINITY_DN22631_c0_g1_i1	1	1541	53	1398	90.7203	3.3647	36.8	255
TRINITY_DN2321_c0_g1_i6	1	1156	1022	787	68.0796	87.0571	37.3	255
TRINITY_DN2316_c0_g1_i6	1	3623	373	2393	66.0502	10.0853	37.4	48.5
TRINITY_DN2316_c0_g1_i8	1	3163	295	2100	66.3927	9.135	37.5	0.864
TRINITY_DN2311_c0_g1_i13	1	7597	2707	5329	70.1461	34.3491	37	255
TRINITY_DN2315_c0_g1_i1	1	2153	1449	2004	93.0794	64.0864	36.3	255
TRINITY_DN2365_c1_g1_i1	1	1995	388	1803	90.3759	18.6987	37.2	255
TRINITY_DN2353_c0_g1_i2	1	5489	1204	3709	67.5715	20.4416	36.9	147
TRINITY_DN2353_c0_g1_i13	1	3385	505	2339	69.099	14.3548	36.8	6.06
TRINITY_DN5837_c0_g1_i2	1	3143	929	2724	86.6688	28.7996	37.1	255
TRINITY_DN5814_c0_g1_i10	1	4216	2167	4053	96.1338	49.8556	36.9	255
TRINITY_DN5895_c0_g1_i2	1	1848	311	1255	67.9113	16.6028	37.4	255
TRINITY_DN5817_c0_g1_i6	1	790	81	422	53.4177	9.7519	36.9	208
TRINITY_DN5817_c0_g1_i1	1	1185	366	805	67.9325	30.1806	37.1	242
TRINITY_DN961_c0_g1_i9	1	868	59	729	83.9862	6.13134	37.2	255
TRINITY_DN994_c0_g1_i1	1	1559	208	1446	92.7518	13.247	37.5	255
TRINITY_DN924_c0_g2_i4	1	2612	129	1549	59.3032	4.567	37.4	255
TRINITY_DN670_c0_g1_i16	1	3233	596	2867	88.6792	18.0019	37.2	37.7
TRINITY_DN670_c0_g1_i17	1	5080	1220	4661	91.752	23.5341	37.2	165
TRINITY_DN657_c5_g1_i4	1	2219	414	1501	67.6431	18.0951	37.1	255
TRINITY_DN661_c1_g1_i5	1	2592	1785	2577	99.4213	64.7126	36.4	255
TRINITY_DN644_c0_g1_i25	1	5120	3363	4816	94.0625	63.759	36.8	255
TRINITY_DN609_c0_g1_i3	1	1493	33	582	38.9819	2.1574	37.7	0
TRINITY_DN609_c0_g1_i9	1	1494	34	468	31.3253	2.23427	37.9	0
TRINITY_DN601_c0_g1_i4	1	8870	3729	6721	75.7723	40.1345	36.7	255
TRINITY_DN611_c0_g1_i3	1	4909	1659	4812	98.024	32.1952	36.8	254
TRINITY_DN610_c0_g1_i6	1	5460	1807	4409	80.7509	31.5941	36.5	11.6
TRINITY_DN610_c0_g1_i14	1	5084	1761	4208	82.7695	33.3993	36.6	12.6
TRINITY_DN669_c0_g1_i6	1	5747	606	3439	59.8399	9.89055	36.6	99.3
TRINITY_DN669_c0_g1_i7	1	10270	2848	7286	70.9445	26.6332	36.7	215
TRINITY_DN669_c0_g1_i2	1	4905	444	2802	57.1254	8.49745	36.7	87.3
TRINITY_DN2681_c0_g1_i2	1	1895	1183	1669	88.0739	61.3351	37.3	255
TRINITY_DN2681_c0_g2_i1	1	869	128	749	86.191	14.4925	37.7	255
TRINITY_DN2668_c0_g1_i2	1	3678	1332	2755	74.9048	35.1313	37.1	255
TRINITY_DN2601_c0_g1_i8	1	1990	509	1431	71.9095	24.5739	37	255
TRINITY_DN2627_c0_g1_i1	1	734	160	519	70.7084	21.1226	37.5	253
TRINITY_DN2699_c0_g2_i4	1	2409	823	1752	72.7273	33.176	37.1	255
TRINITY_DN2617_c0_g1_i3	1	2899	197	2147	74.06	6.62263	37.4	255
TRINITY_DN2693_c0_g1_i2	1	2566	289	1628	63.4451	10.1208	37	242
TRINITY_DN2653_c0_g3_i15	1	6775	5753	6661	98.3173	83.1677	37.2	1.33
TRINITY_DN2653_c0_g3_i20	1	9049	7179	8884	98.1766	77.5585	37.3	49
TRINITY_DN8534_c0_g1_i3	1	2543	582	1186	46.6378	22.2438	36.9	255
TRINITY_DN2905_c0_g1_i6	1	3904	1446	3477	89.0625	35.0789	36.6	7.23
TRINITY_DN2905_c0_g1_i8	1	3648	2165	3208	87.9386	51.94	36.7	44.6
TRINITY_DN2929_c0_g1_i15	1	2253	453	1851	82.1571	19.5508	37.5	255
TRINITY_DN2912_c0_g1_i1	1	521	99	373	71.5931	17.858	37.2	247
TRINITY_DN2945_c0_g1_i6	1	944	96	579	61.3347	9.86758	37.3	239
TRINITY_DN2945_c0_g1_i1	1	813	23	469	57.6876	2.8032	37.1	155
TRINITY_DN2910_c0_g1_i10	1	9486	3184	8871	93.5168	31.5803	37.6	244
TRINITY_DN2915_c0_g1_i2	1	1140	40	510	44.7368	3.24123	36.6	255
TRINITY_DN2934_c0_g1_i4	1	2964	700	2459	82.9622	23.1167	37.6	255
TRINITY_DN2939_c0_g1_i1	1	645	102	450	69.7674	15.2093	37	255
TRINITY_DN2917_c0_g1_i6	1	3881	406	1707	43.9835	9.43107	36.4	18.2
TRINITY_DN2917_c0_g1_i2	1	3878	402	1843	47.5245	9.29345	36.5	21.6
TRINITY_DN2926_c0_g1_i8	1	3894	1301	3381	86.8259	32.6181	37.4	255
TRINITY_DN867_c0_g1_i12	1	3226	1119	2325	72.0707	33.1218	37	255
TRINITY_DN807_c0_g1_i1	1	4687	237	2051	43.7593	4.31875	37.1	240
TRINITY_DN823_c0_g1_i2	1	491	147	287	58.4521	29.4521	37.8	255
TRINITY_DN881_c0_g1_i4	1	737	58	659	89.4166	7.34464	37.5	251
TRINITY_DN881_c0_g1_i1	1	954	178	940	98.5325	13.9518	36.4	254
TRINITY_DN839_c2_g1_i3	1	3121	294	1525	48.8625	8.66581	37.1	253
TRINITY_DN862_c0_g1_i7	1	3914	245	1648	42.1053	6.04088	37.5	29.1
TRINITY_DN862_c0_g1_i1	1	5220	479	2595	49.7126	8.90632	37.3	131
TRINITY_DN6106_c0_g1_i3	1	2520	479	1291	51.2302	18.5429	37.3	255
TRINITY_DN6169_c0_g1_i1	1	1353	9	493	36.4375	0.496674	36.6	227
TRINITY_DN6144_c0_g1_i5	1	1111	160	854	76.8677	13.9451	37.1	255
TRINITY_DN6100_c0_g1_i1	1	5209	557	3011	57.8038	9.99021	37	25.6
TRINITY_DN6100_c0_g1_i2	1	4525	520	3131	69.1934	11.1423	36.9	26.5
TRINITY_DN23313_c0_g1_i9	1	1589	104	898	56.5135	6.06671	36.8	255
TRINITY_DN8662_c0_g1_i1	1	289	104	287	99.308	34.9446	36.9	255
TRINITY_DN6008_c0_g1_i3	1	2292	284	1604	69.9825	11.8307	36.9	255
TRINITY_DN6041_c0_g2_i3	1	2782	117	1376	49.4608	4.0399	36.7	255
TRINITY_DN6664_c0_g1_i8	1	2381	442	1810	76.0185	17.9164	36.7	255
TRINITY_DN6618_c0_g1_i2	1	1875	1069	1597	85.1733	46.8464	37.3	207
TRINITY_DN6640_c0_g1_i1	1	664	96	621	93.5241	14.256	38.1	255
TRINITY_DN5043_c0_g1_i7	1	2056	187	1212	58.9494	8.84095	37.2	255
TRINITY_DN5023_c0_g1_i2	1	259	7	227	87.6448	2.72973	38.5	255
TRINITY_DN5059_c0_g1_i1	1	861	39	652	75.7259	4.42509	36.9	255
TRINITY_DN11553_c0_g1_i1	1	1290	92	636	49.3023	4.5186	36.7	233
TRINITY_DN35695_c0_g3_i2	1	594	380	546	91.9192	62.1145	36.9	255
TRINITY_DN52513_c0_g1_i6	1	404	65	265	65.5941	15.4505	36.9	247
TRINITY_DN3746_c0_g1_i4	1	763	25	401	52.5557	3.2464	37.5	40.8
TRINITY_DN3746_c0_g1_i5	1	772	46	421	54.5337	5.90155	37.7	116
TRINITY_DN3746_c0_g1_i3	1	761	108	684	89.8817	13.9382	37.3	224
TRINITY_DN3743_c0_g1_i3	1	929	144	482	51.8837	15.2045	37.6	255
TRINITY_DN3774_c0_g1_i2	1	1493	444	1154	77.294	28.1822	37.5	252
TRINITY_DN3755_c0_g1_i4	1	1511	160	1061	70.2184	9.98676	36.6	255
TRINITY_DN3770_c0_g1_i4	1	1960	1575	1704	86.9388	78.3551	37.3	240
TRINITY_DN3772_c1_g1_i4	1	1293	958	832	64.3465	29.3488	36.4	80.4
TRINITY_DN27525_c0_g2_i3	1	1864	794	1801	96.6202	41.7661	36.9	255
TRINITY_DN10081_c0_g1_i2	1	2099	1030	2062	98.2373	47.7675	37	255
TRINITY_DN9811_c0_g1_i12	1	3735	965	3440	92.1017	25.1968	37.5	255
TRINITY_DN184_c0_g1_i4	1	2777	1751	2392	86.1361	60.596	36.9	255
TRINITY_DN106_c1_g1_i1	1	4523	577	1987	43.931	11.6485	37.2	247
TRINITY_DN106_c0_g1_i5	1	4264	215	1417	33.2317	4.85718	36.8	0
TRINITY_DN106_c0_g1_i2	1	3992	241	1554	38.9279	5.6503	36.9	9.52
TRINITY_DN140_c1_g1_i8	1	11459	2624	8192	71.4897	21.0904	36.8	255
TRINITY_DN140_c0_g1_i5	1	6400	523	3900	60.9375	7.86297	36.6	4.88
TRINITY_DN140_c0_g1_i2	1	6349	507	3720	58.5919	7.62388	36.5	3.52
TRINITY_DN120_c1_g1_i1	1	1793	306	1149	64.0825	16.1919	36.4	255
TRINITY_DN166_c0_g2_i11	1	4020	412	1697	42.2139	9.64502	37	254
TRINITY_DN176_c0_g1_i1	1	3264	1650	2698	82.6593	48.261	36.5	255
TRINITY_DN145_c0_g1_i2	1	1466	813	1225	83.5607	54.1705	37	255
TRINITY_DN111_c0_g1_i7	1	1052	84	640	60.8365	7.87452	37	194
TRINITY_DN111_c0_g1_i1	1	1014	21	243	23.9645	2.07396	37.9	0
TRINITY_DN30005_c0_g1_i2	1	1761	622	1734	98.4668	34.5162	37	255
TRINITY_DN6728_c0_g1_i1	1	2031	192	1257	61.8907	9.09109	36.8	255
TRINITY_DN6770_c0_g1_i9	1	1644	501	1262	76.764	25.3796	36.8	254
TRINITY_DN39339_c3_g1_i2	1	1717	105	1646	95.8649	6.03494	36.9	255
TRINITY_DN1336_c0_g1_i6	1	2312	65	711	30.7526	2.34083	36.5	3.92
TRINITY_DN1336_c0_g1_i2	1	2303	235	922	40.0347	9.47807	36.7	189
TRINITY_DN1363_c0_g3_i3	1	2719	587	2125	78.1537	20.9154	37.2	255
TRINITY_DN1304_c0_g1_i13	1	6767	584	3479	51.4113	8.13137	36.6	255
TRINITY_DN1348_c0_g1_i10	1	2779	1709	2325	83.6632	57.276	37.4	251
TRINITY_DN1355_c0_g1_i1	1	2074	728	1514	72.999	34.0694	37.1	255
TRINITY_DN1379_c0_g1_i1	1	1547	708	1338	86.49	44.9935	37.4	255
TRINITY_DN1368_c1_g1_i4	1	4356	957	2839	65.1745	20.6986	36.3	255
TRINITY_DN1333_c0_g1_i2	1	1875	108	1041	55.52	5.17707	37	212
TRINITY_DN1317_c0_g1_i2	1	1739	3071	1321	75.9632	69.552	35.2	72.7
TRINITY_DN1354_c0_g1_i2	1	2469	936	1973	79.9109	37.0863	37.4	255
TRINITY_DN1396_c0_g1_i2	1	1431	117	843	58.9099	7.90217	37.8	255
TRINITY_DN1324_c8_g1_i1	1	3065	611	1753	57.1941	19.1018	37	255
TRINITY_DN1302_c0_g1_i6	1	2263	1359	2061	91.0738	57.346	36.9	255
TRINITY_DN1362_c0_g1_i1	1	1707	929	1582	92.6772	52.4733	37	255
TRINITY_DN12139_c0_g1_i2	1	2807	999	2262	80.5843	33.088	36.8	255
TRINITY_DN3496_c3_g1_i1	1	3620	770	2806	77.5138	16.9091	36.7	7.29
TRINITY_DN3496_c3_g1_i4	1	3614	1024	2624	72.6065	24.264	36.8	59.8
TRINITY_DN3414_c0_g4_i1	1	408	101	248	60.7843	8.04657	33.6	255
TRINITY_DN3484_c0_g1_i6	1	1642	523	1051	64.0073	30.5061	37.1	255
TRINITY_DN3421_c0_g1_i4	1	1976	462	1445	73.1275	22.7424	36.7	72.3
TRINITY_DN3421_c0_g1_i2	1	2941	413	2333	79.3268	13.5264	36.9	32.1
TRINITY_DN3977_c0_g1_i2	1	1307	180	1065	81.4843	12.9135	36.9	255
TRINITY_DN13311_c0_g1_i10	1	6789	197768	6730	99.1309	2850.18	37.3	255
TRINITY_DN9743_c0_g1_i1	1	1886	545	1682	89.1835	27.8208	37.5	254
TRINITY_DN17175_c0_g1_i8	1	2348	447	1923	81.8995	17.7338	37.4	254
TRINITY_DN12910_c0_g1_i3	1	1548	35	779	50.323	2.2022	37.3	255
TRINITY_DN9394_c0_g1_i2	1	1468	2	143	9.74114	0.0974114	33.4	255
TRINITY_DN9429_c0_g1_i2	1	2322	856	1776	76.4858	29.8019	37	231
TRINITY_DN20545_c0_g1_i7	1	679	43	492	72.4595	6.15022	38.3	255
TRINITY_DN6326_c0_g1_i1	1	2264	227	1516	66.9611	8.6886	36.9	249
TRINITY_DN6387_c0_g1_i2	1	1360	237	1264	92.9412	17.1846	37.2	255
TRINITY_DN5133_c0_g1_i2	1	1392	361	1178	84.6264	23.8484	37.6	249
