#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tig00000052	1	42888	896	8888	20.7237	2.88255	38.2	114
tig00000053	1	29634	441	6617	22.3291	2.1146	38	1.16
tig00000054	1	126382	9837	46829	37.0535	11.3785	38	169
tig00000055	1	23163	368	4437	19.1555	2.24854	37.9	1.39
tig00000056	1	34491	532	8407	24.3745	2.20136	38	0.959
tig00000057	1	31439	114	2608	8.29543	0.474443	37.5	2.24
tig00000058	1	91947	6368	32324	35.155	10.1138	38	124
tig00000059	1	124616	2757	30198	24.2328	3.18043	38	53
tig00000060	1	155825	7090	50191	32.2099	6.52605	37.9	165
tig00000061	1	271612	18002	125244	46.1114	9.65176	38	140
tig00000062	1	41725	2424	23592	56.5416	8.45241	38.1	1.16
tig00000063	1	32187	3221	32068	99.6303	14.618	38.1	1.19
tig00000064	1	535941	32381	230365	42.9833	8.74523	38.1	175
tig00000065	1	18650	1565	18442	98.8847	12.2976	38	0.326
tig00000066	1	67709	2915	31948	47.1843	6.23297	38	61.6
tig00000070	1	36751	6001	34746	94.5444	23.9187	38.1	0.0425
tig00000071	1	42261	9781	40663	96.2187	34.0761	38.2	0.156
tig00000072	1	28790	5407	28743	99.8367	27.7193	38.1	0
tig00000073	1	189134	5089	45160	23.8773	3.89164	38	61.4
tig00000074	1	32258	3429	31947	99.0359	14.5378	38.5	0.521
tig00000076	1	47903	329	6388	13.3353	0.909129	37.7	0.775
tig00000077	1	32369	7012	28374	87.6579	31.969	38.2	3.42
tig00000078	1	37209	6407	37162	99.8737	25.2385	38.2	0.358
tig00000079	1	36370	188	4825	13.2664	0.700495	37.7	0
tig00000080	1	31594	125	2554	8.08381	0.525606	37.6	0
tig00000081	1	40457	10622	39809	98.3983	38.6107	38.1	3.31
tig00000082	1	32419	4160	29407	90.7092	18.8457	38.1	28.1
tig00000085	1	30723	294	5244	17.0686	1.16161	38.2	3.47
tig00000086	1	34899	4947	34602	99.149	19.8083	38.7	3.2
tig00000087	1	43878	11477	43120	98.2725	38.4796	38	0.311
tig00000088	1	33131	5087	32129	96.9756	22.5042	38.2	6.07
tig00000089	1	23465	3724	22847	97.3663	22.8786	37.8	0.137
tig00000090	1	36516	3831	36305	99.4222	14.5067	38.5	0.333
tig00000091	1	32562	6181	32318	99.2507	27.3726	38.2	6.35
tig00000092	1	26228	115	2660	10.1418	0.559097	37.8	0
tig00000093	1	42139	7314	37664	89.3804	25.3923	38.1	7.04
tig00000094	1	17239	72	771	4.47242	0.604095	38.3	0
tig00000096	1	38713	899	9793	25.2964	3.36427	38.1	5.96
tig00000097	1	27796	1688	21406	77.0111	7.31976	38.2	1.51
tig00000098	1	38125	9645	36796	96.5141	37.0462	38.1	0.925
tig00000099	1	30344	931	9656	31.8218	4.49265	38.1	0
tig00000100	1	26033	6229	25768	98.9821	35.361	38.2	0
tig00000101	1	30594	6392	30243	98.8527	30.7236	38.2	0.239
tig00000102	1	27961	3844	22698	81.1774	20.1256	38.1	0.199
tig00000103	1	45193	12675	44729	98.9733	41.3056	38.1	2.43
tig00000104	1	40468	4951	38742	95.7349	17.8029	38.1	2.68
tig00000105	1	41116	5855	39081	95.0506	20.8583	38.2	0
tig00000106	1	40406	8389	38093	94.2756	30.5589	38.2	2.37
tig00000107	1	43673	4020	42846	98.1064	12.6602	38.6	0.634
tig00000110	1	30886	7381	28833	93.353	35.1494	38.1	0.138
tig00000111	1	48338	2951	16560	34.2588	8.93965	38.3	0.0864
tig00000112	1	27519	3147	27366	99.444	15.8076	38.6	0.486
tig00000113	1	37172	6533	36779	98.9428	25.8717	38.1	7.03
tig00000114	1	34256	2963	31136	90.8921	11.9705	38.5	1.29
tig00000115	1	33325	148	4223	12.6722	0.580615	37.8	0
tig00000116	1	40649	341	7990	19.6561	0.998352	37.7	1.5
tig00000117	1	28221	575	8343	29.5631	2.87474	38	0.443
tig00000118	1	28922	4533	28723	99.3119	21.9009	37.9	2.64
tig00000119	1	24929	3984	24497	98.2671	23.4653	38.1	0.064
tig00000120	1	28165	3637	23251	82.5528	19.04	38.2	0
tig00000121	1	55448	8881	51149	92.2468	23.5618	38.2	5.77
tig00000122	1	33362	430	5552	16.6417	1.8061	38.1	0
tig00000123	1	30702	6958	30276	98.6125	33.4575	38.2	2.79
tig00000124	1	36337	8510	36228	99.7	34.4156	38.1	0.18
tig00000125	1	460785	8379	96205	20.8785	2.59774	38	116
tig00000126	1	36296	4155	36278	99.9504	16.6076	38.3	2.7
tig00000127	1	40786	7673	39426	96.6655	27.7537	38.1	0.465
tig00000128	1	43059	4802	42810	99.4217	15.2925	38.5	2.07
tig00000129	1	33649	4820	33251	98.8172	20.5417	38.6	0.0529
tig00000130	1	43892	4898	43821	99.8382	16.3177	38.2	3.07
tig00000131	1	26673	3040	26494	99.3289	15.8488	38.6	0.252
tig00000132	1	33594	5962	30883	91.9301	26.15	38.2	4.49
tig00000133	1	32381	3468	31912	98.5516	14.7709	38.6	0.882
tig00000134	1	36843	4915	36591	99.316	19.736	38.2	1.76
tig00000135	1	26001	2261	25374	97.5886	11.9066	38.6	0.902
tig00000136	1	30929	4071	27519	88.9747	19.3055	38.2	0.689
tig00000137	1	30245	3396	29047	96.039	16.0234	38.6	2.18
tig00000138	1	23821	4184	19434	81.5835	25.7697	38.1	0.609
tig00000139	1	48023	7555	45132	93.98	23.0244	38.1	0.439
tig00000140	1	39165	768	17642	45.0453	1.97393	37.6	0.332
tig00000141	1	25398	3656	23849	93.9011	21.2595	38.2	0.279
tig00000142	1	37022	4006	24622	66.5064	15.9366	38.3	6.68
tig00000143	1	36389	8971	36095	99.1921	36.3655	38.2	0.682
tig00000145	1	21255	4280	21173	99.6142	29.5358	38.1	5.06
tig00000147	1	22258	4006	22197	99.7259	26.4243	38.1	4.71
tig00000148	1	48336	14564	47763	98.8145	44.4036	38.2	10.9
tig00000149	1	30070	2568	28226	93.8676	11.9609	38.5	0.0993
tig00000150	1	37054	1887	11621	31.3623	7.46643	38.1	0.27
tig00000151	1	33917	767	7795	22.9826	3.29121	38.1	14
tig00000152	1	39126	2931	20842	53.2689	10.9582	38	0
tig00000154	1	29506	4104	29202	98.9697	19.6214	38.4	0.249
tig00000155	1	23925	451	5953	24.8819	2.51143	37.3	0
tig00000156	1	36742	6794	36034	98.073	26.1547	38.3	0.751
tig00000157	1	38260	3431	35112	91.7721	12.634	38.5	0
tig00000158	1	22917	5728	22754	99.2887	36.8713	38.2	0
tig00000159	1	28561	5018	27103	94.8951	25.9074	38.2	3.81
tig00000160	1	30559	5542	29763	97.3952	26.5483	38.3	0.184
tig00000161	1	29429	5625	28914	98.25	28.0356	38	0.0907
tig00000162	1	155505	2927	33837	21.7594	2.65781	37.9	55.7
tig00000163	1	18912	4972	18877	99.8149	38.613	38.1	0.0513
tig00000164	1	25677	8254	25669	99.9688	47.5292	38.3	0.0618
tig00000166	1	33553	5363	33363	99.4337	23.4643	38.2	0.0951
tig00000167	1	29301	5241	28860	98.4949	26.3752	38.2	0
tig00000168	1	27253	4209	25285	92.7788	22.7788	38.1	4.85
tig00000169	1	33912	598	7427	21.9008	2.56254	38.3	0
tig00000170	1	39967	1216	13905	34.7912	4.43083	38.3	0
tig00000171	1	26661	5385	23667	88.7701	29.7989	38.2	7.91
tig00000172	1	27833	6810	27666	99.4	36.0437	38.3	0.0749
tig00000173	1	36439	11318	36416	99.9369	45.8484	38.2	3.58
tig00000174	1	36950	9468	36429	98.59	37.7886	38.2	0.215
tig00000175	1	34874	4755	33665	96.5332	20.0821	38.2	3.97
tig00000176	1	31372	9754	31354	99.9426	45.8975	38.2	0.0523
tig00000177	1	26915	1764	12622	46.8958	9.54765	38	0.289
tig00000178	1	25822	611	8326	32.2438	2.91759	38.2	0
tig00000179	1	34100	219	3627	10.6364	0.910674	38	1.16
tig00000181	1	32947	7869	30392	92.2451	35.0461	38.1	0.13
tig00000182	1	36673	3683	25967	70.8069	14.6918	38	0
tig00000183	1	31288	9078	31235	99.8306	42.6679	38.2	3.85
tig00000185	1	23175	1205	10174	43.9008	7.57169	38.1	3.6
tig00000186	1	23714	397	5388	22.7208	2.46045	38	0
tig00000187	1	34058	5516	33679	98.8872	23.8634	38.1	3.7
tig00000188	1	34782	5491	33621	96.6621	23.286	38.2	4.04
tig00000189	1	26957	4869	24726	91.7239	26.6935	38.2	0
tig00000190	1	37845	8791	34480	91.1085	34.1919	38.2	0.116
tig00000192	1	33874	5416	30385	89.7001	23.6305	38.2	3.2
tig00000193	1	30090	1511	10828	35.9854	7.33606	38	0
tig00000194	1	37419	6717	37215	99.4548	26.4873	38.1	0.38
tig00000195	1	35240	4516	34315	97.3751	18.1175	38	0.282
tig00000196	1	39736	2166	21664	54.5198	8.02909	38.2	0
tig00000197	1	35616	7302	35536	99.7754	30.2354	38.1	1.54
tig00000198	1	34548	7298	33467	96.871	31.0491	38.1	0.0699
tig00000200	1	50483	13651	50299	99.6355	39.9086	38.2	5.4
tig00000201	1	34933	560	9374	26.8342	2.07849	37.4	5.46
tig00000202	1	30637	823	8657	28.2567	3.91598	38	0
tig00000203	1	36264	1313	12196	33.6311	5.25386	38.2	8.35
tig00000204	1	37998	6332	28876	75.9935	24.4453	38.1	28.3
tig00000205	1	43568	1825	17275	39.6507	6.14896	38.2	0
tig00000206	1	33200	1340	13743	41.3946	5.90729	38	0
tig00000207	1	40980	789	12662	30.898	2.76781	37.9	0
tig00000208	1	33809	1844	15297	45.2453	8.01822	38.1	0
tig00000210	1	42291	556	8465	20.0161	1.89307	38	0
tig00000211	1	35220	2534	22898	65.0142	10.5579	38	1.11
tig00000213	1	25744	7222	25584	99.3785	41.3454	38	6.81
tig00000214	1	35912	1203	11643	32.4209	4.83774	37.8	0
tig00000215	1	44007	441	7619	17.3132	1.44238	38	0
tig00000216	1	41303	2262	17757	42.992	8.02566	38.2	0
tig00000217	1	35006	4484	25415	72.6018	17.5882	38.3	0.171
tig00000218	1	41460	323	5668	13.671	1.10656	38.3	14.2
tig00000219	1	32804	2367	14799	45.1134	10.5863	38.2	8.94
tig00000221	1	35762	1817	15943	44.5808	7.48552	38.3	3.79
tig00000222	1	41592	645	7046	16.9408	2.23024	37.9	18.2
tig00000223	1	35551	1855	16071	45.2055	7.5828	38	0
tig00000224	1	35233	1057	10503	29.8101	4.33412	37.9	0.482
tig00000225	1	34100	477	8629	25.305	2.04674	37.9	0
tig00000226	1	39562	5667	39126	98.8979	20.9818	38.1	2.16
tig00000227	1	37130	869	9516	25.6289	3.37412	38	3.52
tig00000228	1	29307	237	3674	12.5363	1.17876	38.4	0
tig00000229	1	36262	590	8345	23.0131	2.3652	38.2	1.3
tig00000230	1	34318	9988	34184	99.6095	42.8891	38.1	0
tig00000231	1	34974	1909	12987	37.1333	7.98127	38.1	0.134
tig00000232	1	39307	3429	19383	49.3118	12.814	38.1	0
tig00000233	1	42015	6525	41886	99.693	22.769	38	3.83
tig00000234	1	42330	2570	23229	54.876	8.90832	38.1	0.198
tig00000235	1	42948	7313	38537	89.7294	25.0255	38.2	2.16
tig00000236	1	30870	1183	11265	36.4917	5.53288	38.1	10.3
tig00000237	1	34629	5303	34554	99.7834	22.4672	38.1	0.192
tig00000238	1	31403	390	7050	22.4501	1.78257	37.8	0.654
tig00000239	1	22685	2986	21784	96.0282	19.31	38.2	0.342
tig00000240	1	41441	182	4664	11.2546	0.591419	37.1	0
tig00000242	1	32485	2291	10244	31.5346	10.4055	38.2	0
tig00000243	1	36252	2129	23062	63.6158	7.7255	38.1	0
tig00000244	1	30392	633	8664	28.5075	3.02445	38.1	0
tig00000245	1	46623	853	9240	19.8185	2.60389	38.2	0.299
tig00000246	1	33828	1287	10714	31.672	5.55135	37.9	0
tig00000247	1	34421	80	2656	7.71622	0.301851	38.1	0
tig00000248	1	37247	1465	13354	35.8526	5.74022	38.1	0
tig00000249	1	39684	1034	10209	25.7257	3.69176	38	0
tig00000250	1	42279	1868	16940	40.0672	6.46799	38	0
tig00000251	1	39528	6434	34207	86.5387	23.8829	38.1	143
tig00000252	1	29786	105	3103	10.4176	0.436178	36.8	0
tig00000253	1	39476	2842	29324	74.2831	9.34026	38.4	0.269
tig00000254	1	35871	643	6215	17.326	2.60904	38.2	3.97
tig00000256	1	32793	1251	9741	29.7045	5.59555	38.3	0
tig00000260	1	39907	6677	39130	98.053	24.6697	38.1	0.382
tig00000261	1	45319	1425	10451	23.061	4.56107	38	0.537
tig00000262	1	42931	1207	11936	27.8028	4.10251	38	0
tig00000263	1	52708	7638	52352	99.3246	21.2591	38.1	0.2
tig00000264	1	42663	6947	42207	98.9312	23.9231	38.1	0.367
tig00000265	1	38109	951	10943	28.715	3.63476	38.2	0
tig00000266	1	123914	2084	23667	19.0995	2.42613	38	121
tig00000268	1	25320	166	4293	16.955	0.864692	37.3	7.68
tig00000269	1	39424	2206	20014	50.766	8.19374	38	0.116
tig00000270	1	30980	346	5495	17.7372	1.5277	37.8	0
tig00000272	1	42660	6006	26244	61.519	20.6797	38.2	0.977
tig00000273	1	32580	837	13503	41.4457	3.74644	38.1	0
tig00000274	1	36782	441	7058	19.1887	1.68096	38.1	0
tig00000275	1	32532	695	9463	29.0883	3.07918	37.9	1.47
tig00000276	1	35787	409	6526	18.2357	1.6316	38	1.87
tig00000277	1	30322	4574	29219	96.3624	22.0864	38.1	4.13
tig00000278	1	107983	1195	16125	14.9329	1.56139	38	70
tig00000279	1	51813	1610	12386	23.9052	4.4959	38	3.01
tig00000280	1	43305	1509	15686	36.2221	5.05316	38	0
tig00000281	1	35665	190	3687	10.3379	0.754129	37.6	1.34
tig00000282	1	27832	326	3795	13.6354	1.56392	38.2	15.6
tig00000283	1	35429	1422	14403	40.6531	5.80539	38.1	6.81
tig00000284	1	36821	493	4736	12.8622	1.93257	38.1	0
tig00000285	1	46651	837	10262	21.9974	2.54925	37.9	0.609
tig00000286	1	25561	1020	6832	26.7282	5.86045	38.3	1
tig00000287	1	30049	1511	14124	47.0032	7.40763	38.2	0
tig00000288	1	27386	565	7561	27.609	2.65391	37.8	0.903
tig00000289	1	37976	806	7392	19.4649	3.06554	38.2	0.633
tig00000290	1	39436	1595	10188	25.8343	5.86132	38.2	5.28
tig00000292	1	34100	81	3024	8.86804	0.284985	37.8	6.3
tig00000294	1	41023	1262	15687	38.2395	4.47227	38	0.404
tig00000295	1	37745	964	9371	24.8271	3.66939	38.1	2.91
tig00000297	1	256591	46503	125101	48.755	26.6302	38	218
tig00000298	1	33244	712	7820	23.523	3.086	37.6	0
tig00000299	1	132254	3965	49029	37.0718	4.35193	38	136
tig00000301	1	31299	451	4716	15.0676	2.06201	38.2	0
tig00000302	1	351842	10209	72529	20.6141	4.20126	38	188
tig00000304	1	35599	2212	24728	69.4626	9.04506	38.1	0.346
tig00000305	1	31050	494	7267	23.4042	2.26982	38	0
tig00000307	1	1036093	98387	343547	33.1579	13.9342	38.1	216
tig00000309	1	287655	10679	88369	30.7205	5.43562	38.2	7.38
tig00000310	1	25454	4528	24540	96.4092	26.1527	38	0.788
tig00000311	1	257015	24658	109976	42.7897	14.0344	38.1	212
tig00000312	1	37149	2912	23656	63.6787	11.5046	38.1	3.94
tig00000314	1	38312	4451	34877	91.0341	16.4853	38.2	1.37
tig00000315	1	41241	4462	37947	92.0128	15.2447	38.3	0.0571
tig00000316	1	34822	6789	32133	92.2779	27.5532	38.2	3.79
tig00000317	1	35015	3483	29556	84.4095	14.0382	38.3	2.05
tig00000318	1	38872	10037	35717	91.8836	36.7568	38.1	0.229
tig00000320	1	24378	3871	23025	94.4499	22.7103	38.2	1.84
tig00000321	1	29264	5011	26281	89.8066	24.5369	38.2	0
tig00000322	1	35849	4017	30424	84.8671	15.8804	38.2	2.41
tig00000323	1	80323	1823	13046	16.2419	3.25917	37.9	180
tig00000324	1	55124	963	8078	14.6542	2.52761	38	224
tig00000325	1	97801	1966	17952	18.3556	2.86563	37.8	194
tig00000327	1	52443	5886	47523	90.6184	15.6485	38.6	0.39
tig00000329	1	70654	9195	70534	99.8302	18.2325	38.5	3.63
tig00000330	1	41243	6088	41130	99.726	20.8637	38.6	0.293
tig00000332	1	48905	6402	44799	91.6041	18.1555	38.6	0.797
tig00000333	1	28898	2928	28663	99.1868	14.0888	38.6	0.0871
tig00000336	1	43083	11675	42917	99.6147	39.9855	38.2	2.45
tig00000339	1	37323	5151	21661	58.0366	20.3139	38.2	0.149
tig00000340	1	43986	4635	43904	99.8136	14.6536	38.6	6.88
tig00000342	1	51406	5815	51222	99.6421	15.7826	38.7	0.526
tig00000344	1	40750	4879	40665	99.7914	16.6237	38.5	3.34
tig00000345	1	38273	9856	37963	99.19	37.8128	38	0.207
tig00000346	1	36293	7032	36177	99.6804	28.439	38.1	6.74
tig00000348	1	44104	4843	43896	99.5284	14.9531	38.6	1.58
tig00000349	1	34258	7742	33854	98.8207	33.3566	38.1	0
tig00000350	1	59811	6572	59674	99.7709	15.1808	38.6	3.8
tig00000351	1	41081	3034	38993	94.9174	10.1216	38.6	5.8
tig00000352	1	43897	5975	43679	99.5034	19.2262	38.5	0.0854
tig00000353	1	48188	12375	47470	98.51	37.9286	38.2	3.32
tig00000354	1	35843	3484	35120	97.9829	13.348	38.7	0.439
tig00000355	1	39203	7078	35360	90.1972	26.5885	38.1	5.12
tig00000356	1	36326	6100	35919	98.8796	24.0848	38.4	1.84
tig00000357	1	36882	7324	36318	98.4708	29.2795	38.1	1.85
tig00000359	1	80084	9742	79232	98.9361	16.8937	38.5	5.13
tig00000361	1	63825	19405	63485	99.4673	44.8915	38.1	10.1
tig00000362	1	50022	5843	49488	98.9325	16.1688	38.5	6.37
tig00000364	1	45950	11040	45567	99.1665	35.3591	38.1	0
tig00000365	1	58620	17527	58274	99.4098	44.1067	38.1	5.41
tig00000366	1	54701	15131	52427	95.8429	40.7843	38.1	7.74
tig00000367	1	32342	7334	32218	99.6166	33.5367	38.2	0.0695
tig00000368	1	48675	9827	47930	98.4694	29.7023	38.1	0.104
tig00000369	1	36758	9479	36145	98.3323	37.9937	38.1	0.215
tig00000370	1	44688	12932	44633	99.8769	42.7848	38.2	0
tig00000371	1	45836	5411	45305	98.8415	16.3013	38.6	6.31
tig00000373	1	42012	8447	41570	98.9479	29.5805	38	8.72
tig00000374	1	33194	5486	32942	99.2408	24.3498	38.2	8.69
tig00000375	1	26320	4618	25421	96.5843	25.8358	38.1	4.09
tig00000376	1	34267	5416	30388	88.6801	23.2037	38	4.14
tig00000377	1	35786	6502	34889	97.4934	26.784	38.2	0.0392
tig00000378	1	35069	5932	32401	92.3921	24.8425	38.1	0.516
tig00000379	1	68773	14844	68467	99.5551	31.8479	38.2	0
tig00000380	1	49942	10550	49635	99.3853	31.2194	38.2	4.5
tig00000381	1	31842	5792	31675	99.4755	26.8915	38.3	0.0881
tig00000382	1	55454	11619	55093	99.349	30.7677	37.9	1.38
tig00000383	1	59754	17206	59399	99.4059	42.3357	38.1	10.8
tig00000384	1	30422	4893	30179	99.2012	23.6997	38.1	0.625
tig00000385	1	62923	13751	62439	99.2308	32.1916	38.1	0.111
tig00000386	1	35778	11085	35759	99.9469	45.8509	38.2	3.5
tig00000387	1	54006	15090	53582	99.2149	41.2325	38.2	8.35
tig00000388	1	28146	5880	28078	99.7584	30.6246	38.2	0.0867
tig00000389	1	52258	13229	51349	98.2606	37.2296	38.1	10.8
tig00000391	1	63903	11201	61974	96.9814	25.7868	38.2	5.69
tig00000392	1	56632	13751	51876	91.6019	35.7008	38.1	2.26
tig00000393	1	36511	7089	36047	98.7292	28.5794	38.1	7.99
tig00000394	1	48630	10200	47941	98.5832	30.6943	38.2	3.83
tig00000395	1	33881	4289	30260	89.3126	18.533	38	0.357
tig00000396	1	32041	3581	23146	72.2387	16.4432	38.1	1.07
tig00000399	1	44990	12014	44260	98.3774	39.2936	38.1	4.25
tig00000400	1	38303	8606	38079	99.4152	33.036	38.1	0.237
tig00000402	1	41508	13017	41396	99.7302	46.4251	38.2	3.17
tig00000403	1	46634	11933	46312	99.3095	37.5126	38.1	0.128
tig00000405	1	51272	12292	50854	99.1847	35.2656	38.1	0
tig00000406	1	29434	7339	28451	96.6603	36.7144	38.1	4.48
tig00000407	1	40491	13900	40228	99.3505	50.592	38.1	0.183
tig00000408	1	87993	20276	82333	93.5677	33.8799	38.1	0.365
tig00000409	1	40802	11463	38682	94.8042	41.5683	38.2	3.27
tig00000411	1	47752	12723	46581	97.5477	39.3477	38.2	8.58
tig00000412	1	31570	9697	31561	99.9715	45.34	38.2	0.368
tig00000413	1	35007	9622	34968	99.8886	40.4495	38	6.68
tig00000415	1	54719	15973	54697	99.9598	42.885	38.1	10
tig00000416	1	33567	8842	33004	98.3228	38.9624	38.2	0.0577
tig00000417	1	42508	11110	40798	95.9772	38.4286	38.1	0
tig00000418	1	39097	9504	38924	99.5575	35.8065	38.1	0.241
tig00000420	1	46273	11255	45367	98.0421	35.861	38.2	4.4
tig00000421	1	44800	13696	44092	98.4196	45.1646	38.2	0.0745
tig00000422	1	53321	14568	53188	99.7506	40.2468	38.2	0.0875
tig00000423	1	44387	9499	44024	99.1822	31.5355	38.1	13.2
tig00000427	1	39890	11178	39280	98.4708	41.2529	38.1	0.274
tig00000428	1	29531	4494	27110	91.8018	22.3537	38.1	1.19
tig00000429	1	30545	5196	30466	99.7414	25.0723	38.1	0
tig00000430	1	27671	5632	27606	99.7651	29.927	38.1	0.0453
tig00000431	1	109816	31941	106863	97.311	42.8081	38.1	27.7
tig00000432	1	32769	6377	32743	99.9207	28.6712	38.1	6.4
tig00000435	1	41788	9392	38575	92.3112	33.1631	38.2	3.29
tig00000436	1	42666	11517	42055	98.5679	39.8882	38.1	4.65
tig00000437	1	50688	11571	50608	99.8422	33.4774	38	0.0441
tig00000438	1	52475	13793	51890	98.8852	38.7836	38.2	35
tig00000439	1	42974	11155	42482	98.8551	38.1332	38.1	0.434
tig00000440	1	39751	8048	39377	99.0591	29.8258	38.1	4.85
tig00000441	1	26669	4314	26031	97.6077	23.7364	38.2	0.296
tig00000442	1	30686	5644	30600	99.7197	26.9931	38.1	6.78
tig00000443	1	46725	11439	42073	90.0439	36.0944	38.1	6.33
tig00000444	1	35899	7678	35583	99.1198	31.4105	38.1	0.531
tig00000445	1	43373	857	12182	28.0866	2.86353	38.2	0.595
tig00000446	1	40598	7948	40229	99.0911	28.8521	38.1	3.27
tig00000448	1	38411	5727	37581	97.8392	21.9064	38	0.757
tig00000449	1	33190	7576	33034	99.53	33.6268	38.1	0
tig00000450	1	88806	21779	87325	98.3323	36.0776	38	0.234
tig00000451	1	36942	6688	35836	97.0061	26.6899	38.1	0.114
tig00000452	1	36832	664	10668	28.9639	2.52275	38	0
tig00000454	1	52223	9686	51847	99.28	27.2327	38.1	0.158
tig00000455	1	31497	6305	30327	96.2854	29.5262	38.1	0.162
tig00000456	1	33394	5565	32400	97.0234	24.3676	38.1	0
tig00000457	1	41338	7391	40888	98.9114	26.2651	38.1	1.86
tig00000458	1	85901	26178	85653	99.7113	44.9651	38.2	10.4
tig00000459	1	54830	9130	54110	98.6869	24.4818	38.1	0.335
tig00000460	1	34610	8569	34306	99.1216	36.4772	38.2	0.0893
tig00000461	1	31595	6779	31382	99.3258	31.6661	38.1	0
tig00000462	1	33460	7308	33370	99.731	32.0065	38.1	3.21
tig00000463	1	33786	455	8457	25.0311	1.97975	38.3	0
tig00000464	1	32325	104	2939	9.09203	0.426295	37.4	0
tig00000465	1	31222	281	6591	21.1101	1.25898	37.8	0
tig00000466	1	35524	240	4538	12.7745	0.907302	38.1	2.12
tig00000467	1	29861	93	2580	8.64003	0.373966	36.2	0
tig00000468	1	69559	13573	68960	99.1389	28.7179	38.1	12.6
tig00000469	1	25588	69	1776	6.94075	0.373847	37.8	0
tig00000470	1	26506	410	3107	11.7219	2.25802	37.9	0
tig00000471	1	41173	647	9942	24.1469	2.27319	38.2	0
tig00000472	1	33185	51	1929	5.81287	0.179358	37.8	10
tig00000474	1	30814	135	2442	7.92497	0.445544	37.6	0
tig00000475	1	43325	259	5383	12.4247	0.814172	37.8	0
tig00000476	1	29395	69	1867	6.35142	0.328865	38.4	0
tig00000477	1	34299	721	7435	21.677	3.06496	38.4	0
tig00000478	1	27414	184	3021	11.0199	0.917269	38.4	1.39
tig00000479	1	39776	420	6103	15.3434	1.50767	38.2	0
tig00000480	1	38960	97	1552	3.98357	0.27749	37.9	2.63
tig00000481	1	30757	2237	25848	84.0394	8.34122	37.8	4.1
tig00000482	1	35380	2519	30243	85.4805	8.26179	38.1	11.7
tig00000484	1	31367	1625	14620	46.6095	7.63143	38.1	0.471
tig00000485	1	1400033	680608	1387693	99.1186	71.5629	38.1	232
tig00000486	1	41182	10559	40023	97.1857	37.808	38.1	0.0966
